County,Organisation,Scheme,Amount Allocated
Cork,Banteer Community Sportsfield Ltd,2015 Sports Capital Programme,"33,000.00"
Cork,Bantry Bay Sailing Club,2015 Sports Capital Programme,"9,000.00"
Cork,Bantry Blues GAA Club,2015 Sports Capital Programme,"80,000.00"
Cork,Bishopstown GAA Club,2015 Sports Capital Programme,"60,000.00"
Cork,Blackrock National Hurling Club,2015 Sports Capital Programme,"53,000.00"
Cork,Blackwater Triathlon Club,2015 Sports Capital Programme,"2,500.00"
Cork,Blarney Hurling and Football Club,2015 Sports Capital Programme,"110,000.00"
Cork,Bride Rovers GAA,2015 Sports Capital Programme,"34,000.00"
Cork,Carraig na bhFear GAA Club,2015 Sports Capital Programme,"10,000.00"
Cork,Carrigaline Badminton Club,2015 Sports Capital Programme,"43,000.00"
Cork,Charleville Boxing Club,2015 Sports Capital Programme,"2,500.00"
Cork,Claycastle Pitch and Putt Club,2015 Sports Capital Programme,"12,000.00"
Cork,Cobh (Great Island) Community Centre,2015 Sports Capital Programme,"1,000.00"
Cork,Cobh Pirates RFC,2015 Sports Capital Programme,"80,000.00"
Cork,College Corinthians AFC Limited,2015 Sports Capital Programme,"60,000.00"
Cork,Cork Acro Gymnastics Club,2015 Sports Capital Programme,"14,000.00"
Cork,Cork Boat Club,2015 Sports Capital Programme,"34,000.00"
Cork,Cork City Archery Club,2015 Sports Capital Programme,"7,000.00"
Cork,Cork Constitution FC,2015 Sports Capital Programme,"123,536.00"
Cork,Cork County Council,2015 Sports Capital Programme,"20,000.00"
Cork,Cork County Cricket Club,2015 Sports Capital Programme,"22,000.00"
Cork,Cork Eagles PFC,2015 Sports Capital Programme,900
Cork,Cork Sub Aqua Club,2015 Sports Capital Programme,"40,000.00"
Cork,Courcey Rovers Ladies Football & Camogie Club,2015 Sports Capital Programme,600
Cork,Courtbrack Community Association Ltd,2015 Sports Capital Programme,"130,000.00"
Cork,Cove Sailing Club,2015 Sports Capital Programme,"10,000.00"
Cork,Crosshaven GAA Club,2015 Sports Capital Programme,"125,000.00"
Cork,Crosshaven Pitch and Putt Club,2015 Sports Capital Programme,"12,000.00"
Cork,Cumann Camogaiochta Iniscartha,2015 Sports Capital Programme,"11,000.00"
Cork,Cumann Peile Naomh Abán.,2015 Sports Capital Programme,"125,000.00"
Cork,Doheny GAA Club,2015 Sports Capital Programme,"65,000.00"
Cork,Dolphin Swimming Club,2015 Sports Capital Programme,"35,000.00"
Cork,Douglas Gymnastics Club,2015 Sports Capital Programme,"22,000.00"
Cork,Douglas Hurling & Football Club,2015 Sports Capital Programme,"75,000.00"
Cork,Dripsey GAA Club,2015 Sports Capital Programme,"4,000.00"
Cork,Dunmanway Boxing Club,2015 Sports Capital Programme,"9,000.00"
Cork,Dunmanway Community Sports Hall Ltd,2015 Sports Capital Programme,"20,000.00"
Cork,Everton Football Club,2015 Sports Capital Programme,"31,000.00"
Cork,Fermoy Swimming Club,2015 Sports Capital Programme,"16,000.00"
Cork,FON Ballymacoda Ltd.,2015 Sports Capital Programme,"95,000.00"
Cork,Freemount Community Development,2015 Sports Capital Programme,"56,000.00"
Cork,Garnish GAA,2015 Sports Capital Programme,"3,000.00"
Cork,Glandore Harbour Yacht Club,2015 Sports Capital Programme,"8,000.00"
Cork,Glanworth GAA Club,2015 Sports Capital Programme,"39,000.00"
Cork,Grenagh GAA Club,2015 Sports Capital Programme,"80,000.00"
Cork,Inch United Soccer Club,2015 Sports Capital Programme,"7,000.00"
Cork,Inniscarra Community Centre Ltd,2015 Sports Capital Programme,"47,000.00"
Cork,Inniscarra Hurling & Football GAA Club,2015 Sports Capital Programme,"20,000.00"
Cork,Kanturk Cycling Club Ltd,2015 Sports Capital Programme,"108,522.00"
Cork,Kilbrin Community Council,2015 Sports Capital Programme,"80,000.00"
Cork,Kilbrin GAA Club,2015 Sports Capital Programme,"43,000.00"
Cork,Kilbrittain GAA Club,2015 Sports Capital Programme,"70,000.00"
Cork,Kilcully Campsite,2015 Sports Capital Programme,"3,000.00"
Cork,Killavullen GAA Club,2015 Sports Capital Programme,"33,000.00"
Cork,Killeagh GAA,2015 Sports Capital Programme,"14,000.00"
Cork,Kilmacsimon Swimming & Rowing Club,2015 Sports Capital Programme,"3,500.00"
Cork,Kilmichael GAA Club,2015 Sports Capital Programme,"16,000.00"
Cork,Kilshannig GAA Club,2015 Sports Capital Programme,"50,000.00"
Cork,Kilworth Pitch and Putt Club,2015 Sports Capital Programme,"10,000.00"
Cork,Kinsale AFC,2015 Sports Capital Programme,"85,000.00"
Cork,Kinsale Triathlon Club,2015 Sports Capital Programme,"13,000.00"
Cork,Kinsale Yacht Club,2015 Sports Capital Programme,"13,000.00"
Cork,Kiskeam GAA Club,2015 Sports Capital Programme,"80,000.00"
Cork,Knocknagree GAA,2015 Sports Capital Programme,"9,000.00"
Cork,KRD Community Association,2015 Sports Capital Programme,"83,000.00"
Cork,Lehanmore Co-operative Society,2015 Sports Capital Programme,"63,000.00"
Cork,Lombardstown Tennis Club,2015 Sports Capital Programme,"57,000.00"
Cork,Majestic Pitch and Putt Club,2015 Sports Capital Programme,"17,000.00"
Cork,Mallow Camogie Club,2015 Sports Capital Programme,"3,500.00"
Cork,Meelin GAA Club,2015 Sports Capital Programme,"46,000.00"
Cork,Midleton Rugby Club,2015 Sports Capital Programme,"95,000.00"
Cork,Mitchelstown Community Centre Ltd,2015 Sports Capital Programme,"35,000.00"
Cork,Monkstown Bay Sailing Club,2015 Sports Capital Programme,"18,000.00"
Cork,MourneAbbey Residents Trust Community Council,2015 Sports Capital Programme,"60,000.00"
Cork,Muskerry RFC,2015 Sports Capital Programme,"90,000.00"
Cork,Na Piarsaigh H&F Club,2015 Sports Capital Programme,"16,000.00"
Cork,Nemo Rangers Hurling & Football Club,2015 Sports Capital Programme,"43,000.00"
Cork,Newmarket Sports and Leisure,2015 Sports Capital Programme,"1,500.00"
Cork,O'Donovan Rossa GAA Club,2015 Sports Capital Programme,"100,000.00"
Cork,Phoenix Kayak Club,2015 Sports Capital Programme,"120,000.00"
Cork,Rebel Wheelers Multi Sport Group,2015 Sports Capital Programme,"15,000.00"
Cork,Riverstown Amateur Boxing Club Ltd.,2015 Sports Capital Programme,"14,000.00"
Cork,Rockchapel GAA Club,2015 Sports Capital Programme,"25,000.00"
Cork,Royal Cork Yacht Club,2015 Sports Capital Programme,"43,000.00"
Cork,Rushbrooke Rowing Club,2015 Sports Capital Programme,"7,000.00"
Cork,Shamrock Hurling & Football Club,2015 Sports Capital Programme,"100,000.00"
Cork,Shandon Boat Club,2015 Sports Capital Programme,"18,000.00"
Cork,Skibbereen Rowing Club,2015 Sports Capital Programme,"100,000.00"
Cork,Skibbereen Sports Centre,2015 Sports Capital Programme,"28,000.00"
Cork,St Michaels Lawn Tennis Club,2015 Sports Capital Programme,"53,000.00"
Cork,St Oliver Plunketts GAA Club,2015 Sports Capital Programme,"63,000.00"
Cork,Sunday's Well Boating and Tennis Club,2015 Sports Capital Programme,"13,000.00"
Cork,Sundays Well Swimming Club,2015 Sports Capital Programme,800
Cork,Togher Community Assocaition Limited,2015 Sports Capital Programme,"90,000.00"
Cork,Watergrasshill United,2015 Sports Capital Programme,"4,500.00"
Cork,West Cork Kayaking Club,2015 Sports Capital Programme,"12,000.00"
Cork,Whitegate Yawl Rowing & Swimming Club,2015 Sports Capital Programme,"7,000.00"
Cork,Youghal United AFC,2015 Sports Capital Programme,"31,000.00"
Donegal,Aileach Football Club,2015 Sports Capital Programme,"51,224.00"
Donegal,Aislann Chill Chartha Teo,2015 Sports Capital Programme,"15,000.00"
Donegal,Ballyliffin Golf Club,2015 Sports Capital Programme,"6,000.00"
Donegal,Ballyshannon Basketball Club,2015 Sports Capital Programme,"20,000.00"
Donegal,Ballyshannon Rugby Football Club,2015 Sports Capital Programme,"7,000.00"
Donegal,Bonagee United Football Club,2015 Sports Capital Programme,"90,000.00"
Donegal,C.L.G An Tearmainn,2015 Sports Capital Programme,"85,000.00"
Donegal,Carndonagh GAA Club,2015 Sports Capital Programme,"120,000.00"
Donegal,carrigart boxing club,2015 Sports Capital Programme,"22,000.00"
Donegal,CLG Na Dunaibh,2015 Sports Capital Programme,"8,000.00"
Donegal,Convoy Amateur Boxing Club,2015 Sports Capital Programme,"14,000.00"
Donegal,Donegal Famine Heritage Centre (Dunfanaghy) ltd,2015 Sports Capital Programme,"13,000.00"
Donegal,Donegal Sports Partnership,2015 Sports Capital Programme,"9,000.00"
Donegal,Donegal Town Soccer Club Trust Company Ltd,2015 Sports Capital Programme,"21,000.00"
Donegal,Dunfanaghy Boxing Club,2015 Sports Capital Programme,"14,000.00"
Donegal,Forbairt Pobail Ghleann Gaothbarra,2015 Sports Capital Programme,"70,000.00"
Donegal,Gweedore Celtic Football Club,2015 Sports Capital Programme,"70,000.00"
Donegal,Illies Community Development Association,2015 Sports Capital Programme,"100,000.00"
Donegal,Irish Water Safety Donegal Surf Lifesaving Club,2015 Sports Capital Programme,"15,000.00"
Donegal,Keadue Rovers Limited,2015 Sports Capital Programme,"100,000.00"
Donegal,Letterkenny Youth & Family Service (LYFS),2015 Sports Capital Programme,"8,000.00"
Donegal,Lifford Rifle & Pistol Association,2015 Sports Capital Programme,"52,000.00"
Donegal,Milford and District Fly Angling Club,2015 Sports Capital Programme,"10,000.00"
Donegal,Moville Bowling Club,2015 Sports Capital Programme,"2,000.00"
Donegal,Muff Community Development Co-op Ltd,2015 Sports Capital Programme,"20,000.00"
Donegal,Naomh Conaill GAA Club,2015 Sports Capital Programme,"5,500.00"
Donegal,NORTH WEST SPECIAL OLYMPICS,2015 Sports Capital Programme,"1,600.00"
Donegal,St Eunans GAA Club,2015 Sports Capital Programme,"80,000.00"
Donegal,St. John Bosco Club,2015 Sports Capital Programme,"16,000.00"
Donegal,Twin Towns Boxing Club,2015 Sports Capital Programme,"20,000.00"
Dublin,12th Port Sandycove Canoeing Club,2015 Sports Capital Programme,"18,842.00"
Dublin,3D Triathlon Club,2015 Sports Capital Programme,"3,945.00"
Dublin,5th Port Dollymount Sea Scout Group,2015 Sports Capital Programme,"14,000.00"
Dublin,Angels Boxing Club,2015 Sports Capital Programme,"24,650.00"
Dublin,Ashbrook Tennis Club,2015 Sports Capital Programme,"8,930.00"
Dublin,AUL - FAI Ltd,2015 Sports Capital Programme,"162,000.00"
Dublin,Balbriggan Cricket Club,2015 Sports Capital Programme,"7,819.00"
Dublin,Ballyboden St Endas GAA Club,2015 Sports Capital Programme,"69,987.00"
Dublin,Ballyfermot Youth Service Ltd,2015 Sports Capital Programme,"29,030.00"
Dublin,Bawnogue Boxing Cluc,2015 Sports Capital Programme,"4,406.00"
Dublin,Blackrock College Rugby Football Club,2015 Sports Capital Programme,"35,233.00"
Dublin,Brú Youth Service,2015 Sports Capital Programme,"27,570.00"
Dublin,Cabra For Youth Ltd,2015 Sports Capital Programme,"8,709.00"
Dublin,Capital Strength Weightlifting Club,2015 Sports Capital Programme,"5,073.00"
Dublin,Castleknock Celtic FC,2015 Sports Capital Programme,"7,299.00"
Dublin,Castleknock Hurling and Football Club,2015 Sports Capital Programme,"87,063.00"
Dublin,Charleville Lawn Tennis Club,2015 Sports Capital Programme,"67,287.00"
Dublin,Civil Service Cricket Club,2015 Sports Capital Programme,"12,750.00"
Dublin,Clanna Gael Fontenoy,2015 Sports Capital Programme,"10,000.00"
Dublin,Clondalkin Cricket Club (CCC),2015 Sports Capital Programme,"5,584.00"
Dublin,Clontarf Lawn Tennis Club,2015 Sports Capital Programme,"67,500.00"
Dublin,Commercials Hurling Club,2015 Sports Capital Programme,"66,780.00"
Dublin,Cuala GAA,2015 Sports Capital Programme,"15,453.00"
Dublin,Curragh Sub Aqua Club,2015 Sports Capital Programme,"21,643.00"
Dublin,Dalkey Scubadivers,2015 Sports Capital Programme,"55,420.00"
Dublin,Dalkey United AFC,2015 Sports Capital Programme,"25,000.00"
Dublin,De Vesci Lawn Tennis Club,2015 Sports Capital Programme,"57,417.00"
Dublin,Donnybrook Lawn Tennis club,2015 Sports Capital Programme,"54,000.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"6,470.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"11,384.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"11,384.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"12,723.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"12,723.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"23,369.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"25,000.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"31,292.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"31,292.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"31,292.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"34,973.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"34,973.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"38,170.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"41,442.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"46,089.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"71,001.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"74,850.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"86,120.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"93,880.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"104,521.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"111,960.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"132,493.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"150,000.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"150,000.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"150,000.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"150,000.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"150,000.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"150,000.00"
Dublin,Dublin City Council,2015 Sports Capital Programme,"200,000.00"
Dublin,Dun Laoghaire Motor Yacht Club,2015 Sports Capital Programme,"22,475.00"
Dublin,Faughs GAA,2015 Sports Capital Programme,"35,539.00"
Dublin,Fingal County Council,2015 Sports Capital Programme,"69,115.00"
Dublin,Fingal County Council,2015 Sports Capital Programme,"150,000.00"
Dublin,Fingal Hockey Club,2015 Sports Capital Programme,"1,805.00"
Dublin,Fingal Ravens G.F.C.,2015 Sports Capital Programme,"41,646.00"
Dublin,Fingal Triathlon Club,2015 Sports Capital Programme,"18,967.00"
Dublin,Football Club Dhúlaigh,2015 Sports Capital Programme,600
Dublin,Fortunestown Swimming Club,2015 Sports Capital Programme,"1,060.00"
Dublin,GAELIC WARRIORS WHEELCHAIR RUGBY CLUB,2015 Sports Capital Programme,"24,999.00"
Dublin,Garristown GAA Club,2015 Sports Capital Programme,"10,138.00"
Dublin,Glenanne Trust Corp,2015 Sports Capital Programme,"25,000.00"
Dublin,Grange Gymnastics,2015 Sports Capital Programme,"112,936.00"
Dublin,Hercules Club,2015 Sports Capital Programme,"47,017.00"
Dublin,Howth Sea Angling Club,2015 Sports Capital Programme,"21,250.00"
Dublin,Ierne Sports & Social Club,2015 Sports Capital Programme,"19,146.00"
Dublin,IRISH WHEELCHAIR RUGBY CLUB,2015 Sports Capital Programme,"24,999.00"
Dublin,Janz Gymnastics Club,2015 Sports Capital Programme,"21,250.00"
Dublin,Kinsealy Boys Football Club,2015 Sports Capital Programme,"2,522.00"
Dublin,Lakelands Football Club,2015 Sports Capital Programme,"6,680.00"
Dublin,Lambay Sports Academy,2015 Sports Capital Programme,"19,000.00"
Dublin,Leinster Badminton,2015 Sports Capital Programme,"24,846.00"
Dublin,Leinster Branch IRFU,2015 Sports Capital Programme,"200,000.00"
Dublin,Lucan Sarsfields GAA Club,2015 Sports Capital Programme,"29,774.00"
Dublin,Man O War GFC,2015 Sports Capital Programme,"91,475.00"
Dublin,Monkstown FC,2015 Sports Capital Programme,"23,028.00"
Dublin,Neptune Rowing Club,2015 Sports Capital Programme,"10,625.00"
Dublin,North County Cricket Club,2015 Sports Capital Programme,"33,370.00"
Dublin,Old County Pitch & Putt Club,2015 Sports Capital Programme,"10,656.00"
Dublin,Pembroke Fencing Club,2015 Sports Capital Programme,"5,076.00"
Dublin,Pentathlon Ireland,2015 Sports Capital Programme,"5,391.00"
Dublin,Phoenix Cricket Club,2015 Sports Capital Programme,"17,765.00"
Dublin,Public Service Telecom Sports Club Ltd.,2015 Sports Capital Programme,"23,062.00"
Dublin,Rathgar Hockey Club,2015 Sports Capital Programme,664
Dublin,Red Dragon Shotokan Karate Club,2015 Sports Capital Programme,"3,230.00"
Dublin,Ring Commons Sports Centre,2015 Sports Capital Programme,"9,828.00"
Dublin,Roadstone Group Social Club,2015 Sports Capital Programme,"150,000.00"
Dublin,"Round Tower GAA Club, Clondalkin",2015 Sports Capital Programme,"150,000.00"
Dublin,Round Towers Lusk GAA,2015 Sports Capital Programme,"150,000.00"
Dublin,Rush Athletic Football Club,2015 Sports Capital Programme,"54,026.00"
Dublin,Rush Sailing Club,2015 Sports Capital Programme,"60,750.00"
Dublin,Sailing in Dublin Club Ltd,2015 Sports Capital Programme,"7,000.00"
Dublin,Saint Laurence O'Toole GAA Club,2015 Sports Capital Programme,"9,965.00"
Dublin,Scoil Uí Chonaill GAA Club,2015 Sports Capital Programme,"139,256.00"
Dublin,Skerries Community Association,2015 Sports Capital Programme,"119,000.00"
Dublin,Skerries Sailing Club,2015 Sports Capital Programme,"6,080.00"
Dublin,SLEIBH MOR OUTDOOR SPORTS CLUB,2015 Sports Capital Programme,"4,250.00"
Dublin,South Dublin County Council,2015 Sports Capital Programme,"6,826.00"
Dublin,South Dublin County Council,2015 Sports Capital Programme,"85,000.00"
Dublin,South Dublin County Council,2015 Sports Capital Programme,"150,000.00"
Dublin,South Dublin County Council,2015 Sports Capital Programme,"150,000.00"
Dublin,South Dublin County Council,2015 Sports Capital Programme,"200,000.00"
Dublin,South Dublin Taekwondo,2015 Sports Capital Programme,"6,908.00"
Dublin,St Mary's Amateur Boxing Club,2015 Sports Capital Programme,"6,120.00"
Dublin,St Marys College Rugby Football Club,2015 Sports Capital Programme,"32,347.00"
Dublin,St Marys GFC Saggart,2015 Sports Capital Programme,"4,631.00"
Dublin,"St Michael's Rowing Club, Dun Laoghaire",2015 Sports Capital Programme,"22,625.00"
Dublin,St Mochtas FC Limited,2015 Sports Capital Programme,"68,651.00"
Dublin,St Patrick's Athletic FC,2015 Sports Capital Programme,"15,500.00"
Dublin,St Patricks Gaa (Palmerstown),2015 Sports Capital Programme,"150,000.00"
Dublin,"St Patricks GAA Club, Donabate",2015 Sports Capital Programme,"142,011.00"
Dublin,St Sylvesters G A A Club,2015 Sports Capital Programme,"120,000.00"
Dublin,St Vincents GAA,2015 Sports Capital Programme,"100,000.00"
Dublin,Stars of Erin Gaelic Sports Club,2015 Sports Capital Programme,"114,000.00"
Dublin,SuperSonic TRampoline Club,2015 Sports Capital Programme,"13,647.00"
Dublin,Sutton Dinghy Club,2015 Sports Capital Programme,"24,950.00"
